model_number,identifier,variant,emc,model_name,storage_capacity,housing_color,network,cellular_network,camera,controller,ports,power_cord,power_brick,dimensions,avg_weight,release_date,msrp
MYW93LL/A,,A3084,,iPhone 16 Pro Max,512GB,Desert Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,6.42 x 3.06 x .32 inches,7.99 oz,September 9th 2024,1399
MYWA3LL/A,,A3084,,iPhone 16 Pro Max,512GB,Natural Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,6.42 x 3.06 x .32 inches,7.99 oz,September 9th 2024,1399
MYWC3LL/A,,A3084,,iPhone 16 Pro Max,1TB,Black Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,6.42 x 3.06 x .32 inches,7.99 oz,September 9th 2024,1599
MYWD3LL/A,,A3084,,iPhone 16 Pro Max,1TB,White Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,6.42 x 3.06 x .32 inches,7.99 oz,September 9th 2024,1599
MYWE3LL/A,,A3084,,iPhone 16 Pro Max,1TB,Desert Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,6.42 x 3.06 x .32 inches,7.99 oz,September 9th 2024,1599
MYWF3LL/A,,A3084,,iPhone 16 Pro Max,1TB,Natural Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,6.42 x 3.06 x .32 inches,7.99 oz,September 9th 2024,1599
MYM93LL/A,,A3083,,iPhone 16 Pro,128GB,Black Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,999
MYMA3LL/A,,A3083,,iPhone 16 Pro,128GB,White Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,999
MYMC3LL/A,,A3083,,iPhone 16 Pro,128GB,Desert Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,999
MYMG3LL/A,,A3083,,iPhone 16 Pro,256GB,Black Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,1099
MYMD3LL/A,,A3083,,iPhone 16 Pro,128GB,Natural Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,999
MYMK3LL/A,,A3083,,iPhone 16 Pro,256GB,Natural Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,1099
MYMH3LL/A,,A3083,,iPhone 16 Pro,256GB,White Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,1099
MYML3LL/A,,A3083,,iPhone 16 Pro,512GB,Black Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,1299
MYMJ3LL/A,,A3083,,iPhone 16 Pro,256GB,Desert Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,1099
MYMM3LL/A,,A3083,,iPhone 16 Pro,512GB,White Titanium,WiFi + Cellular,GSM/CDMA/5G,48 Megapixels,Haptic Touch,USB-C,USB-C to USB-C,,5.89 x 2.81 x 0.32 inches,7.03 oz,September 9th 2024,1299
